Team,Player Name,Full Name,Born,Current Age,Batting Style,Bowling Style,Profile,Batting_Test_matches,Batting_Test_Innings,Batting_Test_Runs,Batting_Test_Avg,Batting_ODI_Matches,Batting_ODI_Innings,Batting_ODI_Runs,Batting_ODI_Highest,Batting_ODI_Avg,Batting_TESTs_Highest,Batting_T20I_Matches,Batting_T20I_Innings,Batting_T20I_runs,Batting_T20I_Highest,Batting_T20I_Avg,Batting_T20_Matches,Batting_T20_Innings,Batting_T20_Runs,Batting_T20_Highest,Batting_T20_average,Test_Debut,ODI_Debut,T20 Debut,Image URL-src,T20I_Debut
Sri Lanka,KC Sangakkara,Kumar Chokshanada Sangakkara,"October 27, 1977, Matale",37 years 33 days,Wicketkeeper batsman,Left-hand bat,"As soon as he broke into the side at the age of 22, while a law student, it was apparent that Kumar Sangakkara was destined for more than just batting stardom. The left-handers that had preceded him, like Arjuna Ranatunga and Asanka Gurusinha, had been pugnacious battlers but Sangakkara was cut from more graceful cloth, easing into strokes with the elegance often associated withthose that play with the 'other' hand. The cut and the pull came naturally to him and with growing confidence, he became a more assured front-foot player as well.",128,221,11988,58.76,385,362,12987,169,40.08,319,56,53,1382,78,31.4,155,149,3882,94,29.18,"Sri Lanka v South Africa at Galle, Jul 20-23, 2000 scorecard","Sri Lanka v Pakistan at Galle, Jul 5, 2000 scorecard","Nondescripts Cricket Club v Tamil Union Cricket and Athletic Club at Colombo (Moors), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/800429.html?alt=3,"England v Sri Lanka at Southampton, Jun 15, 2006 scorecard"
Sri Lanka,KMDN Kulasekara,Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,"July 22, 1982, Nittambuwa",32 years 130 days,Bowler,Right-hand bat,"Kulasekara made an instant impression in his first ODI, against England at Dambulla in November 2003, after being selected from relative obscurity. From a bustling run-up and whippy open-chested action, he generates a lively pace, moves the ball off the seam and can reverse-swing the ball. Most importantly though, he can maintain a tight line and length. He started his career as a softball enthusiast before he shifted his focus to cricket, joining Nugegoda Cricket Club and then Galle Cricket Club. He also won the best bowler award in the 2002-03 domestic competition. A maiden test fifty against England at Lord's in 2006 showed his natural batting abilities in the lower order. But his bowling during the same tour lacked penetration and he dropped out of the squad for eight months. However, having worked hard on his action and gaining an extra yard of pace, he secured a place in Sri Lanka's World Cup squad. He rose to become one of Sri Lanka's strike bowlers, and in a 11-month period starting April 2008, he took 47 wickets. That helped him jump to the top of the ICC ODI rankings the following March. 
Charlie Austin March 2009",21,28,391,14.48,159,106,1127,73,15.22,64,41,20,148,31,10.57,74,42,324,31,11.57,"New Zealand v Sri Lanka at Napier, Apr 4-8, 2005 scorecard","Sri Lanka v England at Dambulla, Nov 18, 2003 scorecard","Colts Cricket Club v Sri Lanka Air Force Sports Club at Colombo (Moors), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/800407.html?alt=3,"Pakistan v Sri Lanka at King City (NW), Oct 11, 2008 scorecard"
Sri Lanka,MDKJ Perera,Mathurage Don Kusal Janith Perera,"August 17, 1990, Kalubowila",24 years 104 days,Wicketkeeper batsman,Left-hand bat,"Possessed of a short backlift, powerful forearms and relentless bloody-mindedness, left-handed batsman Kushal Janith Perera's batting is not just inspired by his hero Sanath Jayasuriya's technique, at times, it seems an exact duplicate.",38,36,808,24.48,18,18,521,84,28.94,106,38,59,2689,336,47.17,NA,NA,NA,NA,NA,NA,"Australia v Sri Lanka at Adelaide, Jan 13, 2013 scorecard","Basnahira South v Schools Invitation XI at Colombo (Burgher), Apr 17, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/600763.html?alt=1,"Australia v Sri Lanka at Sydney, Jan 26, 2013 scorecard"
Sri Lanka,KDK Vithanage,Kasun Disi Kithuruwan Vithanage,"February 26, 1991, Colombo",23 years 276 days,Left-hand bat,Legbreak,"A positive left-handed middle-order batsman, Kithuruwan Vithanage made his Test debut against Bangladesh, after hitting a better than run-a-ball 168 not out against the same team in a tour match one week earlier. Vithanage did little more than manning the ropes on a flat deck in Galle for much of his first Test, but when he finally made the trip to the crease on the fifth day, a lively 59 from 70 balls that featured seven fours and a six, marked him out as a young talent worth investing in.",6,8,245,40.83,6,6,75,27,15,NA,1,1,38,38,38,30,24,513,NA,27,"Sri Lanka v Bangladesh at Galle, Mar 8-12, 2013 scorecard","Pakistan v Sri Lanka at Abu Dhabi, Dec 25, 2013 scorecard","Ruhuna v Sri Lanka Cricket Combined XI at Kandy, Feb 24, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/766375.html,NA
Sri Lanka,WU Tharanga,Warushavithana Upul Tharanga,"February 2, 1985, Balapitiya",29 years 300 days,Batsman,Left-hand bat,"Upul Tharanga's call-up to the national one-day squad in July 2005 brightened a year marred by the Asian tsunami, which washed away his family home in Ambalangoda, a fishing town on the west coast. From an early age he was tipped for the big time, playing Premier League cricket for Singha CC at the age of 15 and passing seamlessly and successfully through the Sri Lanka under-15, under-17 and under-19 development squads. He first really caught the eye during the under-19 World Cup in 2004 when he cracked 117 against South Africa and then 61 in 42 balls against India in the next game. Then, after a successful tour with the under-19 team to Pakistan, during which he scored half-centuries in each of the two Tests and two one-day matches, the Sri Lankan board sent him to play league cricket in Essex, where he starred for Loughton Cricket Club. He soon graduated to the A team and after accomplished performances against West Indies A earlier he was selected for the national squad a week later. However, it was on the 2006 tour of England that he really began to develop, especially in the one-day game, with an outstanding century at Lord's in the first match of Sri Lanka's 5-0 whitewash. Back-to-back centuries followed in the Champions Trophy and he was formed a destructive partnership with Sanath Jayasuriya without having to compromise his natural flair. He is also a skillful wicketkeeper. 
Charlie Austin February 2007",19,34,1019,30.87,176,168,5339,174*,33.57,165,10,10,131,37,13.1,52,52,1349,NA,27.53,"India v Sri Lanka at Ahmedabad, Dec 18-22, 2005 scorecard","Sri Lanka v West Indies at Dambulla, Aug 2, 2005 scorecard","England v Sri Lanka at Southampton, Jun 15, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800419.html?alt=3,"England v Sri Lanka at Southampton, Jun 15, 2006 scorecard"
Sri Lanka,S Prasanna,Seekkuge Prasanna,"June 27, 1985, Balapitiya",29 years 155 days,Allrounder,Right-hand bat,"Seekkuge Prasanna worked his way up through the ranks by bowling legbreaks and broke into the Sri Lanka Army team in 2006 as a 21-year-old. He made an immediate impact, taking 3 for 23 in 10 overs on his domestic one-day debut against Lankan Cricket Club. He built an outstanding List A record over the next five years, picking up 73 wickets at 18.38 in 45 matches. He was selected in the Sri Lanka A team that toured England in 2011 and took a six-wicket haul while opening the bowling against England Lions. The Sri Lankan selectors immediately took note, asked him to fly back home for the final two ODIs against the touring Australians, and immediately gave him an international debut.
ESPNcricinfo staff, August 2011",1,1,5,5,19,16,160,42,11.42,5,3,3,31,21,15.5,39,26,262,NA,13.78,NA,"Sri Lanka v Australia at Colombo (RPS), Aug 20, 2011 scorecard","Kandurata v Schools Invitation XI at Colombo (Police), Mar 28, 2009 scorecard",http://www.espncricinfo.com/inline/content/image/728833.html,"Pakistan v Sri Lanka at Dubai (DSC), Dec 13, 2013 scorecard"
Sri Lanka,SL Malinga,Separamadu Lasith Malinga,"August 28, 1983, Galle",31 years 93 days,Separamadu Lasith Malinga Swarnajith,Bowler,"Lasith Malinga was the surprise selection for Sri Lanka's tour to Australia in 2004, though he had a fearsome reputation on the domestic circuit. Malinga bowls with a distinctive and explosive round-arm action which generates genuine pace and can disconcert batsmen who struggle to pick up the ball's trajectory. Already, he is rated the fastest bowler in Sri Lanka. His first performance in Sri Lankan colours was also impressive - he took 6 for 90 against a Northern Territory Chief Minister's XI. That paved the way for his inclusion in the Test team, and he acquitted himself quite well too, dismissing Darren Lehmann and Adam Gilchrist in the same over.",30,37,275,11.45,177,87,442,56,7.24,64,57,17,69,27,6.9,201,64,279,NA,6.8,"Australia v Sri Lanka at Darwin, Jul 1-3, 2004 scorecard","Sri Lanka v United Arab Emirates at Dambulla, Jul 17, 2004 scorecard","Nondescripts Cricket Club v Tamil Union Cricket and Athletic Club at Colombo (Moors), Aug 17, 2004 scorecard",http://www.espncricinfo.com/inline/content/image/800411.html?alt=3,"England v Sri Lanka at Southampton, Jun 15, 2006 scorecard"
Sri Lanka,S Randiv,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,"January 30, 1985, Matara",29 years 303 days,Suraj Mohamed,Bowler,"A tall offspinner with gentle action, Suraj Randiv has eschewed the mystery balls many of his colleagues deal in and has instead forged a career reliant on flight, dip and, importantly, bounce. The topspinner and the arm ball are his only variations, and even his offbreak is not given to excessive turn.",12,17,147,9.18,30,17,254,56,15.87,39,7,2,8,6,4,40,15,111,NA,11.1,"Sri Lanka v India at Colombo (SSC), Jul 26-30, 2010 scorecard","India v Sri Lanka at Nagpur, Dec 18, 2009 scorecard","Sinhalese Sports Club v Badureliya Sports Club at Colombo (CCC), Oct 29, 2005 scorecard",http://www.espncricinfo.com/inline/content/image/509334.html?alt=1,"Sri Lanka v Zimbabwe at Providence, May 3, 2010 scorecard"
Sri Lanka,KTGD Prasad,Kariyawasam Tirana Gamage Dhammika Prasad,"May 30, 1983, Ragama",31 years 183 days,Right-hand bat,Right-arm fast-medium,"A promising career with the national team looked certain when Dhammika Prasad took two wickets in as many balls in his first over of his ODI debut against Bangladesh in 2006. He went on to play two more matches before his career was cut short by a back injury which kept him out of the game for six months. Having recovered, he was selected for the Sri Lanka A tour to England in 2007 where he hoped to perform well and regain his place in the national team. What may have helped him in this quest was his ability to bowl at the death in ODIs, having worked hard to develop subtle variations including a good yorker. Consistent performances on the domestic front earned him a first Test cap against India in August 2008 as Sri Lanka sought to add pace to their attack. He did not disappoint, taking five wickets in the match, including the wicket of India's best batsman, Virender Sehwag, in both innings.",15,21,338,16.9,19,9,100,31*,25,47,1,-,-,-,-,14,11,48,NA,8,"Sri Lanka v India at Colombo (PSS), Aug 8-11, 2008 scorecard","Bangladesh v Sri Lanka at Chittagong, Feb 25, 2006 scorecard","Sinhalese Sports Club v Nondescripts Cricket Club at Colombo (CCC), Feb 28, 2007 scorecard",http://www.espncricinfo.com/inline/content/image/787547.html,NA
Sri Lanka,NLTC Perera,Narangoda Liyanaarachchilage Thisara Chirantha Perera,"April 3, 1989, Colombo",25 years 240 days,Allrounder,Left-hand bat,"An attacking allrounder, Thisara Perera began his schooling at St Anthony's, Wattala, before accepting a scholarship to join St Joseph's College. It turned out to be a productive move as he teamed up with Angelo Mathews and produced many noteworthy performances in the thriving schools cricket scene. Perera played a key role in helping his school break the hoodoo in the Battle of the Saints (against St Peters College) that lasted more than 35 years. Perera received his maiden national call-up during Sri Lanka's tour of India in 2009 as an emergency replacement, ironically, for Mathews. It quickly led to an IPL contract when he was bought by Chennai Super Kings for $50,000. Perera is fast establishing himself as one of Sri Lanka's key 'impact' players, capable of clearing the ropes and breaking partnerships with his nippy seam bowling. During the home one-dayers against Pakistan in 2012, he became the fourth Sri Lankan bowler to take a hat-trick in ODIs.
Cricinfo Staff June 2012",6,10,203,20.3,86,64,941,80*,18.09,75,38,31,466,49,33.28,120,97,1302,72,21.34,"England v Sri Lanka at Cardiff, May 26-30, 2011 scorecard","India v Sri Lanka at Kolkata, Dec 24, 2009 scorecard","Basnahira North v Wayamba at Colombo (Colts), Apr 17, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800399.html?alt=3,"Sri Lanka v Zimbabwe at Providence, May 3, 2010 scorecard"
West Indies,KAJ Roach,Kemar Andre Jamal Roach,"June 30, 1988, St. Lucy, Barbados",26 years 152 days,Right-hand bat,Right-arm fast,"In a land where fast bowling talent has been dwindling alarming over the last decade, Kemar Roach is perhaps the brightest hope. At well under six feet, he doesn't have the height of some of the earlier West Indian greats, but he has extreme pace, consistently touching the late 140s (kph), and can skid on to batsmen quicker than they realise.",28,44,329,9.13,64,41,216,34,13.5,41,11,1,3,NA,-,37,9,45,12,7.5,"West Indies v Bangladesh at Kingstown, Jul 9-13, 2009 scorecard","Bermuda v West Indies at King City (NW), Aug 20, 2008 scorecard","West Indies v Australia at Bridgetown, Jun 20, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800491.html?alt=3,"West Indies v Australia at Bridgetown, Jun 20, 2008 scorecard"
West Indies,K Santokie,Krishmar Santokie,"December 20, 1984, Clarendon, Jamaica",29 years 344 days,Left-hand bat,Left-arm medium,"A left-arm seamer, Krishmar Santokie represented West Indies in the Under-15 Costcutter Cup in England in 2000. He made his Jamaica debut in 2007-08, but featured in just a handful of limited-overs games and hadn't made his first-class debut even four years after his first List A match. Santokie made a name for himself in the inaugural Caribbean T20 in 2010, taking a five-wicket haul against Trinidad and Tobago. He got his chance following an injury to Jerome Taylor and was one of the finds of the tournament, picking up 10 wickets at a very respectable economy rate of 5.55. He troubled the batsmen with fuller length deliveries and half of his wickets were clean bowled. He had to wait another year for his international Twenty20 debut, though, but he didn't do badly, taking 1 for 17 in a low-scoring match at The Oval against England which West Indies won.
 ESPNcricinfo staff",12,1,0,-,14,4,18,8*,6,NA,67,16,75,22,7.5,NA,NA,NA,NA,NA,NA,NA,"Jamaica v Ireland at Florence Hall, Apr 10, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/728897.html,"England v West Indies at The Oval, Sep 25, 2011 scorecard"
West Indies,J Charles,Johnson Charles,"January 14, 1989, St Lucia",25 years 319 days,Wicketkeeper,Right-hand bat,"Johnson Charles, a right-hand top-order batsman, elbowed his way into the West Indies ODI team in 2012 with a string of startling displays for the Windward Islands in the Caribbean Twenty20 tournament. Strongly built, with the power to muscle the ball down the ground and also swat it forcefully square of the wicket, Charles acquitted himself ably in his first few international displays against Australia, including a firm 45 in the tied third ODI in St Vincent. He had previously been part of the West Indies Twenty20 squad that faced England in September 2011. He made a mark in the 2012 World T20, where his 84 against England, incredibly, was his highest score in any first-class, List A or T20 game. He bettered that a few months later in Australia where he scored his first ODI century. With a reputation of being a 'blaster', Charles made an effort to tone down his batting and focus on building an innings. He is trying to establish himself as Chris Gayle's regular opening partner in limited-overs cricket.
Daniel Brettig",30,30,869,28.96,21,20,429,84,21.45,130,24,47,750,66,17.44,NA,NA,NA,NA,NA,NA,"West Indies v Australia at Kingstown, Mar 16, 2012 scorecard","Cayman Islands v St Lucia at Coolidge, Jan 26, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/562228.html?alt=1,"England v West Indies at The Oval, Sep 23, 2011 scorecard"
West Indies,DM Bravo,Darren Michael Bravo,"February 6, 1989, Trinidad",25 years 296 days,Left-hand bat,Right-arm medium-fast,"Darren Bravo is living proof that imitation is the best form of flattery and learning. Only he chose to do it with one of the most inimitable masters of the game. To try to imitate is one thing, to pull it off at Test level, to imbibe it so much that it becomes you, is quite another. Brian Lara's cousin and Dwayne Bravo's half-brother, the younger Bravo, used to watch cricket only for Lara. As soon as Lara would get out, Bravo would switch off the TV and go out to bat.
 
The result was not quite The Prince, but a talented left-hand batsman with the same walk, the same backlift, the same flourish, the same footwork, the same mannerisms. The most incredible part, though, is that none of it seems forced, gratuitous or less than the best that Bravo can do. The man was born to bat this way, right down to the same Lara leap upon reaching a century.
 
It was that century that eluded Bravo for his first 31 ODIs, nine Tests and four T20Is. The appetite, though, was there. For a stylish and attacking batsman, he is one of the few young stars in world cricket who feel more at home as the length of the format increases. His early century drought might suggest otherwise, but he is a man for long innings, a man who seems to love to bat on and on. His first century arrived in Bangladesh, in his tenth Test, and he made it a big one, falling five short of a double. He scored two more in the series in India immediately after. After 12 Tests his run aggregate and average were identical to that of Lara's after 12. He scored his first ODI century against Zimbabwe in 2013.
 
Of course Bravo doesn't have to face the quality of bowling Lara did, and he bats a position lower that Lara's No. 3. Like Lara he will soon become the best batsman of a struggling batting line-up. What he does with a team even weaker than the one Lara played in will be Bravo's real test. 
Sidharth Monga",32,57,2311,43.6,79,76,2171,124,32.4,218,12,11,235,42,21.36,73,67,1680,NA,33.6,"Sri Lanka v West Indies at Galle, Nov 15-19, 2010 scorecard","West Indies v India at Kingston, Jun 26, 2009 scorecard","Middlesex v Trinidad & Tobago at Coolidge, Oct 27, 2008 scorecard",http://www.espncricinfo.com/inline/content/image/800483.html?alt=3,"West Indies v Zimbabwe at Port of Spain, Feb 28, 2010 scorecard"
West Indies,DR Smith,Dwayne Romel Smith,"April 12, 1983, Storey Gap, Codrington Hill, St Michael, Barbados",31 years 231 days,Right-hand bat,Right-arm medium,"Tall, aggressive, and powerful, Dwayne Smith shares his name with, among others, the wide receiver for the Wisconsin Badgers, and the winner of the 2002 World Championship of Public Speaking. But when, in December 2003, he was called up to join the West Indian Test squad in South Africa, he was arguably as well known in cricket circles as either of them. All that changed, however, on the final day of the third Test at Newlands, where he brought the calypso back to Caribbean cricket with a wonderful debut century. Smith had been given a surprise opportunity - ahead of his Grenadian namesake Devon - when Marlon Samuels flew home with a knee injury. It was rumoured that Viv Richards had recognised something of himself in the stance of the young Barbadian and, sure enough, he needed just 93 balls to justify his selection, bringing up his hundred with a crashing cover-drive. It was only the second century of Smith's first-class career, but it was enough to stem West Indies' run of seven consecutive defeats in South Africa. His batting reflects both his temperament and his youth, as he is still inclined to lose his wicket under the influence of careless strokeplay, and he made starts, but no more, in the next few Tests. His flamboyant hitting is matched by his athletic fielding, while his useful medium-pacers have already tasted some success at domestic level for Barbados. Despite the fact that he eked out runs at a paltry 8.15 in 17 games in the 2006-07 season, he was picked for the World Cup squad and put in a number of good performances with his typically savage hitting. An impressive tour of England in 2007 earned him selection into West Indies' final 15-man squad for September's Twenty20 World Championship and he continued his connection with the shortest format by signing with Mumbai in the Indian Premier League in 2008.
Andrew Miller May 2008",10,14,320,24.61,94,78,1338,97,18.32,NA,30,29,540,72,18.62,209,202,4775,NA,26.23,"South Africa v West Indies at Cape Town, Jan 2-6, 2004 scorecard","South Africa v West Indies at Cape Town, Jan 25, 2004 scorecard","New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/728891.html,"New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard"
West Indies,ST Gabriel,Shannon Terry Gabriel,"April 28, 1988, Trinidad",26 years 215 days,Right-hand bat,Right-arm fast-medium,"Shannon Gabriel is a fast bowler from Trinidad and Tobago who has been
compared to a young Ian Bishop. He was among the 15 youngsters picked
as the first batch at the Sagicor High Performance Centre when the
WICB launched the initiative in 2010 and credits the experience with
improving his fitness and technique. He quickly became a key member of
T&T's first-class attack, winning selection for the Champions League
T20 in 2011 - a bit of a surprise as he had not been utilised in
limited-overs cricket much at the time - and claiming a maiden
five-wicket haul against Barbados in the semi-final of the regional
four-day competition in April 2012. The national selectors were
clearly watching as he won selection in the Test squad touring England
in May and, when T&T team-mate Ravi Rampaul was forced out of the side
with a neck injury, Gabriel was called in to make his Test debut at
Lord's.
ESPNcricinfo staff",9,11,18,2.25,2,-,-,-,-,13,52,68,169,14,4.22,NA,NA,NA,NA,NA,"England v West Indies at Lord's, May 17-21, 2012 scorecard",NA,"West Indies A v Zimbabwe at St George's, Apr 22, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/563011.html?alt=1,"West Indies v Zimbabwe at North Sound, Mar 3, 2013 scorecard"
West Indies,SP Narine,Sunil Philip Narine,"May 26, 1988, Trinidad",26 years 187 days,Left-hand bat,Right-arm offbreak,"Sunil Narine, an offspinner, caught the selectors' attention by taking all ten wickets in a trial match and received a call up to the Trinidad and Tobago squad in January 2009. A former West Indies Under-19 player, Narine made his first-class debut against Leeward Islands but took no wickets in his 13 overs. He had not represented Trinidad and Tobago in any form of limited-overs cricket but was included in the squad for the inaugural Champions League Twenty20 in India in 2009. However, there were doubts raised over his action during the Caribbean T20 in 2011, and he worked with bio-mechanical experts at the University of Western Australia in Perth to change it. The new action was even more effective, as opposition batsmen found out in the Champions League 2011: he was an outstanding success in the tournament, taking ten wickets at an average of 10.50 and an economy rate of 4.37. He made his ODI debut in India as well, on the 2011-12 tour. He hit the jackpot in the 2012 IPL auction, attracting a bid of $700,000 from Kolkata Knight Riders. He made it count, finishing the second-highest wicket-taker with 24 wickets, winning the Man of the Tournament award and spinning Knight Riders to their maiden title win. Test cricket has been a bigger challenge, though and he is still trying to establish himself at Test level. He remains their first-choice spinner in limited-overs cricket.
ESPNcricinfo staff",6,7,40,8,52,35,282,36,10.84,NA,32,12,63,28,12.6,144,45,242,28,10.08,"England v West Indies at Birmingham, Jun 7-11, 2012 scorecard","India v West Indies at Ahmedabad, Dec 5, 2011 scorecard","Hampshire v Trinidad & Tobago at Bridgetown, Jan 19, 2011 scorecard",http://www.espncricinfo.com/inline/content/image/800489.html?alt=3,"West Indies v Australia at Gros Islet, Mar 27, 2012 scorecard"
West Indies,ADS Fletcher,Andre David Stephon Fletcher,"November 28, 1987, La Tante, Grenada",27 years 1 days,Wicketkeeper,Right-hand bat,"Andre Fletcher is one of a crop of young batsmen West Indies have tested recently by throwing them into international cricket without vast first-class experience. A top-order batsman with a solid technique, Fletcher showed promising signs in his initial international appearances but a lack of awareness of what was happening in the field around him was a problem and cost him his wicket more than once. He earned the call-up for the limited-overs games against Australia in 2008 following a domestic season in which he posted his maiden first-class century, an unbeaten 103 for Windward Islands in his team's otherwise dismal batting display against Jamaica. A former West Indies Under-19s player, Fletcher keeps wicket for Grenada in the Stanford 20/20, and was one of the million-dollar winners during the inaugural Stanford Super Series in Antigua.
Cricinfo staff November 2008",15,15,256,17.06,21,21,345,62,18.15,54,56,102,2772,123,28.87,NA,NA,NA,NA,NA,NA,"West Indies v Australia at Kingstown, Jun 24, 2008 scorecard","Dominica v Grenada at Coolidge, Jul 14, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/512308.html?alt=1,"West Indies v Australia at Bridgetown, Jun 20, 2008 scorecard"
West Indies,JE Taylor,Jerome Everton Taylor,"June 22, 1984, St Elizabeth, Jamaica",30 years 160 days,Bowler,Right-hand bat,"Jerome Taylor was just 18 years old, with a solitary one-day match for Jamaica under his belt, when he was called into the West Indies squad for the final match of their series against Sri Lanka in June 2003. It was the culmination of an explosive first season for Taylor, who was named as the most promising fast bowler in the 2003 Carib Beer Series, after picking up 21 wickets at 20.14 in six first-class matches. That haul included a second-innings spell of 8 for 59 in Jamaica's five-wicket victory over Trinidad and Tobago, a match in which he took ten wickets for the first time. But a back injury sidelined him from competitive cricket. He picked up 26 wickets at 16.61 in the Carib Beer Cup in the 2004-05 season and, in the next, he grabbed 12 wickets at 29.00 to force his way back into the West Indies team. When India toured the West Indies in mid-2006, they ran into an energised Taylor at his best. Quick and accurate, Taylor turned into West Indies' spearhead as the series progressed. His pacy burst on the lifeless surface in St Kitts won many admirers but it was his lethal performance in Kingston that underlined his worth. Getting the ball to lift off a good length, he thrilled his home crowd with his maiden five-wicket haul in Tests. He picked up 26 wickets at 27.69 in the 2006-07 season and bagged his career-best figures, 4 for 49,  when he bowled West Indies to a thrilling win against  Australia in the Champions Trophy. Later that year he snared 5 for 48 in a superb ODI performance against Zimbabwe and in 2008 was West Indies' leading bowler in the Test series against Sri Lanka, with 11 wickets at 24.81. That helped him bag the Jamaica Cricketer of the Year award for 2008. His coach John Dyson identified some potential as a lower-order batsman and Taylor emphatically repaid the faith with a blitzy Test century at No.8 against New Zealand the same year.   
Andrew Miller December 2008",34,53,721,15.34,69,32,215,43*,8.6,106,17,9,47,NA,11.75,48,20,102,17,8.5,"West Indies v Sri Lanka at Gros Islet, Jun 20-24, 2003 scorecard","West Indies v Sri Lanka at Kingstown, Jun 11, 2003 scorecard","New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/457489.html?alt=1,"New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard"
West Indies,MN Samuels,Marlon Nathaniel Samuels,"February 5, 1981, Kingston, Jamaica",33 years 297 days,Batsman,Right-hand bat,"Marlon Samuels is a right-hander of immense ability, who has so far struggled to realise his potential, thanks to the various controversies he has been embroiled in. When he started his Test career at 19, without yet representing his native Jamaica in a first-class match, his composure and skill prompted comparisons - quite unfairly - with Viv Richards. His technique was near to faultless, and he exudes a bull-headed confidence - he used to skip his schoolwork on the basis that exams were irrelevant to future Test cricketers.",52,92,2983,34.68,162,152,4205,126*,32.85,260,35,33,834,NA,29.78,102,100,2432,NA,30.4,"Australia v West Indies at Adelaide, Dec 15-19, 2000 scorecard","Sri Lanka v West Indies at Nairobi (Gym), Oct 4, 2000 scorecard","Bermuda v Jamaica at Coolidge, Jul 21, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/513161.html?alt=1,"England v West Indies at The Oval, Jun 28, 2007 scorecard"
West Indies,AD Russell,Andre Dwayne Russell,"April 29, 1988, Jamaica",26 years 214 days,Right-hand bat,Right-arm fast,"An allrounder from Jamaica, Andre Russell made his first-class debut at the age of 19 and developed into a useful seamer and a reliable lower-order batsman. He made his way into the West Indies A squad and captured plenty of attention when drowning Ireland with his all-round exploits in a 50-over game in June 2010,  smashing 61 off 34 balls and taking 6 for 42. It was a performance that would help him win a place in West Indies' World Cup squad.",1,1,2,2,38,31,717,92*,28.68,2,30,22,162,NA,11.57,122,96,1580,NA,23.58,NA,"Ireland v West Indies at Mohali, Mar 11, 2011 scorecard","Jamaica v Ireland at Florence Hall, Apr 10, 2010 scorecard",http://www.espncricinfo.com/inline/content/image/800485.html?alt=3,"West Indies v Pakistan at Gros Islet, Apr 21, 2011 scorecard"
West Indies,DJ Bravo,Dwayne John Bravo,"October 7, 1983, Santa Cruz, Trinidad",31 years 53 days,Johnny,Allrounder,"Dwayne Bravo is that creature long needed by West Indies, an allrounder with plenty of flair and skill both as a batsman and seam bowler. Unfortunately for West Indies, they haven't been able to utilise his services as often as they probably would have liked to: till the end of 2013, more than nine years since his Test debut, he had played only 40 out of West Indies' 81 Tests in the same period. Prioritising IPL over international cricket has led to differences with the board, while injuries have also limited his Test appearances, but as a limited-overs player Bravo remains a key member for West Indies and took over from Darren Sammy as ODI captain in 2013.",40,71,2200,31.42,164,141,2968,112*,25.36,113,50,45,906,NA,26.64,221,182,3676,NA,27.43,"England v West Indies at Lord's, Jul 22-26, 2004 scorecard","West Indies v England at Georgetown, Apr 18, 2004 scorecard","New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800689.html?alt=3,"New Zealand v West Indies at Auckland, Feb 16, 2006 scorecard"
West Indies,S Badree,Samuel Badree,"March 9, 1981, Barrackpore, Trinidad",33 years 265 days,Bowler,Right-hand bat,"A legspinner by craft, Samuel Badree's career did not take off like he would have hoped. He made his first-class debut in 2001-02 and played his first List A match the following season, but didn't cement a place for himself in the Trinidad and Tobago side. However, in recent years, Badree has become more effective in the limited-overs formats. He was named in the initial 32-player roster for the Stanford Superstars and was the Man of the Match in Trinidad & Tobago's victory against Barbados in the WICB Cup final in 2008. Although he didn't make the final cut for the Stanford Superstars, Badree was part of the Trinidad & Tobago team that beat Middlesex to win a jackpot of US$280,000 in the Stanford Super Series. 
Cricinfo Staff October 2009",22,5,24,12,12,19,323,55,17.94,NA,33,23,177,29,9.83,NA,NA,NA,NA,NA,NA,NA,"Cayman Islands v Trinidad & Tobago at Coolidge, Jul 25, 2006 scorecard",http://www.espncricinfo.com/inline/content/image/800513.html?alt=3,"New Zealand v West Indies at Lauderhill, Jun 30, 2012 scorecard"
